SaleID,SaleDate,CustomerID,ProductID,SalesRepID,Quantity,UnitPrice,Discount,TotalAmount,PaymentMethod
302,2025-11-19,CUS297,PRO072,SR011,5,352298.00,10.40,1578295.04,Card
303,2025-06-17,CUS442,PRO061,SR007,4,9550.00,11.22,33913.96,Cash
304,2025-04-07,CUS390,PRO046,SR002,1,499073.00,7.35,462391.13,"Mobile Money"
305,2025-06-21,CUS066,PRO078,SR010,4,538185.00,1.54,2119587.80,Cash
306,2025-08-19,CUS040,PRO023,SR018,5,919410.00,10.15,4130449.43,Cash
307,2025-02-01,CUS409,PRO083,SR014,5,186604.00,9.14,847741.97,"Bank Transfer"
308,2025-09-28,CUS380,PRO060,SR010,2,43460.00,7.64,80279.31,Cash
309,2025-11-25,CUS409,PRO010,SR016,5,536463.00,13.41,2322616.56,"Mobile Money"
310,2025-01-29,CUS375,PRO108,SR010,3,37237.00,8.47,102249.08,"Bank Transfer"
311,2025-11-01,CUS325,PRO034,SR019,1,183211.00,0.15,182936.18,Cash
312,2025-04-08,CUS115,PRO076,SR016,1,362309.00,2.01,355026.59,"Mobile Money"
313,2025-03-31,CUS080,PRO120,SR017,5,276254.00,9.44,1250878.11,Card
314,2025-07-09,CUS116,PRO018,SR004,2,354091.00,12.45,620013.34,Cash
315,2025-04-29,CUS123,PRO113,SR014,4,125322.00,9.87,451810.87,"Bank Transfer"
316,2025-09-22,CUS408,PRO054,SR001,5,32270.00,6.83,150329.80,Card
317,2025-05-11,CUS186,PRO049,SR003,2,16895.00,7.37,31299.68,Card
318,2025-12-19,CUS163,PRO090,SR005,5,79687.00,8.68,363850.84,Cash
319,2025-02-19,CUS103,PRO080,SR005,4,838717.00,12.76,2926786.84,Cash
320,2025-11-16,CUS419,PRO080,SR017,5,838717.00,11.41,3715096.95,Cash
321,2025-05-05,CUS103,PRO012,SR013,2,970378.00,6.63,1812083.88,Card
322,2025-06-15,CUS070,PRO110,SR017,2,155218.00,0.54,308759.65,Cash
323,2025-07-20,CUS170,PRO055,SR011,5,28348.00,13.50,122605.10,Cash
324,2025-11-19,CUS401,PRO030,SR014,3,424398.00,1.97,1248112.08,Cash
325,2025-06-12,CUS270,PRO118,SR005,5,289159.00,9.70,1305552.89,Card
326,2025-07-30,CUS437,PRO024,SR001,4,457302.00,1.68,1798477.31,"Bank Transfer"
327,2025-04-05,CUS006,PRO017,SR005,3,834495.00,4.82,2382817.02,Card
328,2025-07-28,CUS039,PRO034,SR006,5,183211.00,6.51,856419.82,"Bank Transfer"
329,2025-06-05,CUS095,PRO017,SR020,1,834495.00,1.57,821393.43,"Mobile Money"
330,2025-01-18,CUS124,PRO087,SR008,3,600909.00,7.47,1668063.29,"Bank Transfer"
331,2025-03-24,CUS399,PRO045,SR014,3,219710.00,7.83,607520.12,"Bank Transfer"
332,2025-05-30,CUS427,PRO101,SR008,5,77476.00,8.58,354142.80,Card
333,2025-03-05,CUS103,PRO068,SR003,1,67949.00,13.58,58721.53,Cash
334,2025-01-11,CUS395,PRO101,SR012,1,77476.00,10.69,69193.82,Cash
335,2025-04-17,CUS192,PRO061,SR010,2,9550.00,10.38,17117.42,Card
336,2025-10-15,CUS373,PRO104,SR010,3,84917.00,4.09,244331.68,Cash
337,2025-02-22,CUS379,PRO038,SR019,3,323307.00,5.73,914344.53,"Bank Transfer"
338,2025-08-16,CUS402,PRO068,SR014,1,67949.00,8.46,62200.51,Card
339,2025-01-04,CUS184,PRO102,SR018,5,36760.00,1.51,181024.62,"Mobile Money"
340,2025-11-04,CUS126,PRO019,SR006,3,719759.00,1.25,2132286.04,"Mobile Money"
341,2025-10-23,CUS183,PRO081,SR004,2,453792.00,5.77,855216.40,"Mobile Money"
342,2025-09-11,CUS159,PRO027,SR016,4,360130.00,3.09,1396007.93,"Mobile Money"
343,2025-01-29,CUS379,PRO100,SR007,5,474646.00,8.07,2181710.34,"Mobile Money"
344,2025-10-30,CUS336,PRO033,SR020,5,235916.00,5.02,1120365.08,Cash
345,2025-01-12,CUS157,PRO029,SR009,4,830663.00,6.36,3111331.33,"Mobile Money"
346,2025-07-11,CUS266,PRO116,SR006,4,125303.00,7.90,461616.25,Cash
347,2025-06-23,CUS343,PRO065,SR015,5,12442.00,0.91,61643.89,Cash
348,2025-07-11,CUS103,PRO112,SR017,5,659865.00,12.81,2876681.47,Cash
349,2025-04-13,CUS209,PRO082,SR012,2,443346.00,7.13,823470.86,"Mobile Money"
350,2025-08-31,CUS136,PRO040,SR017,4,488127.00,5.61,1842972.30,Cash
351,2025-10-10,CUS289,PRO062,SR009,3,62577.00,0.58,186642.16,"Mobile Money"
352,2025-06-10,CUS402,PRO004,SR007,3,787697.00,5.61,2230521.59,Cash
353,2025-07-11,CUS280,PRO085,SR016,1,796568.00,3.18,771237.14,"Mobile Money"
354,2025-03-26,CUS109,PRO074,SR007,5,1075812.00,11.49,4761006.01,"Mobile Money"
355,2025-06-06,CUS454,PRO024,SR020,2,457302.00,12.24,802656.47,"Bank Transfer"
356,2025-01-05,CUS397,PRO086,SR020,2,765282.00,13.91,1317662.55,Card
357,2025-12-13,CUS244,PRO048,SR013,1,789868.00,13.37,684262.65,Cash
358,2025-05-30,CUS039,PRO007,SR012,5,392739.00,3.18,1901249.50,Card
359,2025-11-02,CUS385,PRO093,SR009,3,76562.00,12.58,200791.50,"Bank Transfer"
360,2025-09-25,CUS035,PRO006,SR005,4,538563.00,14.65,1838654.08,"Bank Transfer"
361,2025-01-26,CUS270,PRO082,SR014,3,443346.00,7.36,1232147.20,"Mobile Money"
362,2025-12-08,CUS468,PRO083,SR001,2,186604.00,4.73,355555.26,"Bank Transfer"
363,2025-04-08,CUS057,PRO031,SR004,2,467119.00,8.75,852492.18,"Bank Transfer"
364,2025-05-10,CUS132,PRO046,SR020,4,499073.00,0.60,1984314.25,"Bank Transfer"
365,2025-06-20,CUS196,PRO048,SR004,1,789868.00,13.76,681182.16,"Bank Transfer"
366,2025-11-25,CUS332,PRO001,SR009,2,769936.00,14.35,1318900.37,"Bank Transfer"
367,2025-11-26,CUS360,PRO038,SR003,1,323307.00,9.14,293756.74,"Bank Transfer"
368,2025-05-22,CUS453,PRO083,SR015,5,186604.00,8.37,854926.23,Card
369,2025-12-02,CUS273,PRO067,SR004,4,70839.00,14.91,241107.62,"Bank Transfer"
370,2025-03-07,CUS439,PRO030,SR014,3,424398.00,1.52,1253841.45,"Bank Transfer"
371,2025-08-10,CUS142,PRO049,SR018,3,16895.00,9.97,45631.71,Cash
372,2025-03-09,CUS075,PRO057,SR006,4,23405.00,1.21,92487.20,"Bank Transfer"
373,2025-11-05,CUS074,PRO001,SR009,3,769936.00,4.40,2208176.45,Card
374,2025-06-09,CUS358,PRO071,SR017,5,984868.00,6.74,4592439.48,"Mobile Money"
375,2025-02-09,CUS478,PRO116,SR019,2,125303.00,12.25,219906.77,Cash
376,2025-01-03,CUS158,PRO090,SR015,1,79687.00,1.23,78706.85,"Mobile Money"
377,2025-04-18,CUS020,PRO017,SR012,5,834495.00,5.20,3955506.30,Card
378,2025-11-19,CUS329,PRO057,SR018,4,23405.00,3.60,90249.68,"Bank Transfer"
379,2025-10-26,CUS042,PRO030,SR010,4,424398.00,9.54,1535641.72,Cash
380,2025-02-28,CUS316,PRO106,SR010,1,60666.00,9.76,54745.00,"Mobile Money"
381,2025-10-26,CUS325,PRO030,SR011,2,424398.00,2.28,829443.45,"Bank Transfer"
382,2025-11-25,CUS031,PRO084,SR016,1,1185940.00,3.64,1142771.78,"Mobile Money"
383,2025-07-21,CUS492,PRO079,SR015,3,487446.00,12.17,1284371.47,Card
384,2025-11-24,CUS418,PRO059,SR012,3,44052.00,0.39,131640.59,Card
385,2025-04-30,CUS411,PRO017,SR016,5,834495.00,5.87,3927550.72,Card
386,2025-07-18,CUS293,PRO043,SR005,5,204952.00,13.41,887339.68,Cash
387,2025-02-26,CUS154,PRO030,SR003,5,424398.00,5.53,2004643.95,"Bank Transfer"
388,2025-04-06,CUS378,PRO029,SR007,2,830663.00,6.56,1552343.01,"Mobile Money"
389,2025-09-15,CUS491,PRO022,SR016,5,620784.00,0.96,3074122.37,Card
390,2025-05-25,CUS371,PRO057,SR012,1,23405.00,11.59,20692.36,"Bank Transfer"
391,2025-05-01,CUS172,PRO033,SR017,5,235916.00,6.70,1100548.14,Card
392,2025-05-28,CUS427,PRO068,SR004,4,67949.00,13.28,235701.49,Card
393,2025-04-29,CUS431,PRO089,SR002,3,71920.00,13.63,186351.91,"Mobile Money"
394,2025-10-12,CUS436,PRO073,SR013,3,735246.00,6.78,2056188.96,"Bank Transfer"
395,2025-03-16,CUS440,PRO113,SR007,4,125322.00,1.06,495974.35,"Mobile Money"
396,2025-10-14,CUS201,PRO045,SR008,1,219710.00,3.97,210987.51,Cash
397,2025-10-25,CUS032,PRO012,SR013,5,970378.00,10.57,4339045.23,"Mobile Money"
398,2025-09-27,CUS362,PRO023,SR008,4,919410.00,1.71,3614752.36,Card
399,2025-08-07,CUS381,PRO041,SR018,3,393667.00,7.06,1097622.33,"Bank Transfer"
400,2025-01-28,CUS370,PRO082,SR004,2,443346.00,2.27,866564.09,"Mobile Money"
401,2025-10-22,CUS130,PRO006,SR001,5,538563.00,1.68,2647575.71,"Bank Transfer"
402,2025-08-07,CUS436,PRO107,SR019,5,54346.00,1.29,268224.68,"Bank Transfer"
403,2025-03-09,CUS393,PRO086,SR018,5,765282.00,4.97,3636237.42,"Mobile Money"
404,2025-02-03,CUS087,PRO019,SR004,3,719759.00,13.84,1860433.06,"Bank Transfer"
405,2025-01-24,CUS332,PRO042,SR011,1,174161.00,0.85,172680.63,Cash
406,2025-10-06,CUS240,PRO059,SR007,3,44052.00,13.02,114949.29,Cash
407,2025-06-12,CUS329,PRO108,SR009,1,37237.00,1.81,36563.01,"Mobile Money"
408,2025-12-25,CUS407,PRO089,SR001,2,71920.00,5.34,136158.94,"Mobile Money"
409,2025-02-11,CUS333,PRO117,SR006,2,104211.00,3.90,200293.54,"Mobile Money"
410,2025-07-10,CUS041,PRO081,SR009,4,453792.00,8.62,1658700.52,"Mobile Money"
411,2025-07-03,CUS470,PRO073,SR017,4,735246.00,11.60,2599829.86,Cash
412,2025-01-22,CUS434,PRO095,SR002,3,755415.00,10.50,2028289.28,Cash
413,2025-11-16,CUS436,PRO086,SR004,5,765282.00,5.29,3623992.91,Card
414,2025-04-07,CUS135,PRO063,SR001,1,36766.00,14.47,31445.96,Card
415,2025-02-26,CUS159,PRO104,SR004,4,84917.00,12.10,298568.17,Card
416,2025-10-31,CUS049,PRO033,SR014,4,235916.00,14.95,802586.23,Cash
417,2025-04-06,CUS157,PRO064,SR004,1,57224.00,4.29,54769.09,Card
418,2025-04-02,CUS067,PRO028,SR015,1,668880.00,13.48,578714.98,"Bank Transfer"
419,2025-07-21,CUS393,PRO083,SR017,5,186604.00,7.49,863136.80,Card
420,2025-03-24,CUS012,PRO014,SR002,3,861349.00,4.57,2465956.05,Cash
421,2025-01-13,CUS382,PRO112,SR019,3,659865.00,4.74,1885762.20,Cash
422,2025-07-15,CUS122,PRO098,SR018,2,665534.00,1.25,1314429.65,Card
423,2025-08-09,CUS019,PRO112,SR010,2,659865.00,13.63,1139850.80,Card
424,2025-02-09,CUS471,PRO076,SR005,2,362309.00,5.91,681793.08,Card
425,2025-02-24,CUS277,PRO029,SR016,5,830663.00,8.50,3800283.23,Cash
426,2025-07-05,CUS090,PRO045,SR006,5,219710.00,7.23,1019124.84,Cash
427,2025-10-07,CUS004,PRO059,SR010,4,44052.00,14.91,149935.39,"Mobile Money"
428,2025-10-20,CUS237,PRO054,SR015,2,32270.00,5.22,61171.01,"Mobile Money"
429,2025-10-20,CUS346,PRO051,SR013,3,25389.00,12.71,66486.17,Card
430,2025-10-16,CUS442,PRO018,SR010,3,354091.00,9.62,960082.34,Cash
431,2025-11-07,CUS457,PRO078,SR012,2,538185.00,4.55,1027395.17,Card
432,2025-09-10,CUS490,PRO008,SR009,1,706571.00,2.52,688765.41,"Mobile Money"
433,2025-08-05,CUS432,PRO109,SR009,4,396148.00,14.37,1356886.13,Cash
434,2025-04-10,CUS268,PRO081,SR018,3,453792.00,4.60,1298752.70,Card
435,2025-11-01,CUS104,PRO030,SR012,4,424398.00,3.46,1638855.32,Card
436,2025-03-07,CUS467,PRO107,SR010,4,54346.00,7.14,201862.78,Card
437,2025-01-20,CUS304,PRO041,SR001,5,393667.00,13.94,1693949.10,Card
438,2025-04-27,CUS451,PRO033,SR002,2,235916.00,12.41,413277.65,Cash
439,2025-08-04,CUS241,PRO113,SR015,2,125322.00,0.80,248638.85,"Mobile Money"
440,2025-11-07,CUS467,PRO069,SR005,4,51744.00,3.36,200021.61,"Bank Transfer"
441,2025-06-13,CUS263,PRO043,SR013,3,204952.00,8.01,565606.03,"Bank Transfer"
442,2025-08-06,CUS044,PRO086,SR020,4,765282.00,13.30,2653997.98,Card
443,2025-01-22,CUS100,PRO107,SR009,5,54346.00,13.39,235345.35,"Bank Transfer"
444,2025-08-01,CUS172,PRO097,SR007,1,229898.00,5.24,217851.34,"Mobile Money"
445,2025-06-20,CUS469,PRO028,SR012,5,668880.00,11.62,2955780.72,Cash
446,2025-01-06,CUS360,PRO074,SR011,5,1075812.00,5.27,5095583.54,Cash
447,2025-06-19,CUS249,PRO048,SR006,3,789868.00,2.70,2305624.69,"Mobile Money"
448,2025-10-05,CUS492,PRO077,SR013,5,1097724.00,14.12,4713626.86,"Mobile Money"
449,2025-10-25,CUS186,PRO047,SR008,1,734201.00,0.47,730750.26,"Mobile Money"
450,2025-04-08,CUS005,PRO052,SR015,3,40491.00,7.53,112326.08,"Mobile Money"
451,2025-09-14,CUS015,PRO014,SR003,1,861349.00,5.38,815008.42,Card
452,2025-05-09,CUS328,PRO012,SR011,1,970378.00,4.90,922829.48,"Mobile Money"
453,2025-09-24,CUS444,PRO049,SR002,2,16895.00,13.91,29089.81,"Mobile Money"
454,2025-11-02,CUS222,PRO115,SR005,4,224924.00,6.64,839956.19,"Mobile Money"
455,2025-06-11,CUS399,PRO028,SR015,1,668880.00,11.75,590286.60,"Mobile Money"
456,2025-07-19,CUS205,PRO060,SR012,2,43460.00,11.03,77332.72,"Bank Transfer"
457,2025-10-05,CUS194,PRO103,SR013,4,97867.00,6.22,367118.69,"Bank Transfer"
458,2025-11-04,CUS463,PRO032,SR002,1,823634.00,8.75,751566.03,Card
459,2025-10-21,CUS401,PRO115,SR016,3,224924.00,10.52,603785.99,"Mobile Money"
460,2025-10-17,CUS199,PRO003,SR005,2,323168.00,10.58,577953.65,"Mobile Money"
461,2025-07-28,CUS075,PRO045,SR007,4,219710.00,7.29,814772.56,Card
462,2025-08-21,CUS092,PRO065,SR010,4,12442.00,4.88,47339.32,Cash
463,2025-06-21,CUS267,PRO040,SR004,4,488127.00,13.32,1692433.93,"Bank Transfer"
464,2025-08-30,CUS400,PRO081,SR013,5,453792.00,1.70,2230387.68,"Mobile Money"
465,2025-03-08,CUS355,PRO044,SR020,4,662908.00,0.44,2639964.82,"Mobile Money"
466,2025-05-18,CUS213,PRO099,SR010,4,388577.00,10.46,1391727.38,"Mobile Money"
467,2025-04-11,CUS076,PRO114,SR004,1,536190.00,12.91,466967.87,"Mobile Money"
468,2025-01-16,CUS339,PRO040,SR003,5,488127.00,11.04,2171188.90,"Mobile Money"
469,2025-05-22,CUS113,PRO021,SR009,4,808631.00,0.67,3212852.69,"Mobile Money"
470,2025-11-07,CUS200,PRO053,SR001,5,112320.00,10.34,503530.56,Cash
471,2025-02-12,CUS134,PRO017,SR002,2,834495.00,0.18,1665985.82,"Bank Transfer"
472,2025-02-10,CUS474,PRO002,SR003,1,657741.00,13.92,566183.45,"Mobile Money"
473,2025-10-10,CUS194,PRO087,SR002,5,600909.00,5.13,2850411.84,"Mobile Money"
474,2025-11-02,CUS280,PRO039,SR019,5,302114.00,4.10,1448636.63,Card
475,2025-08-23,CUS227,PRO011,SR009,2,729352.00,5.07,1384747.71,Cash
476,2025-12-31,CUS071,PRO107,SR013,4,54346.00,12.17,190928.37,"Bank Transfer"
477,2025-05-11,CUS189,PRO064,SR018,2,57224.00,4.53,109263.51,"Mobile Money"
478,2025-07-11,CUS260,PRO012,SR007,4,970378.00,14.63,3313646.79,"Bank Transfer"
479,2025-11-09,CUS429,PRO100,SR005,5,474646.00,10.56,2122616.91,Cash
480,2025-04-11,CUS480,PRO063,SR013,2,36766.00,10.15,66068.50,Card
481,2025-05-27,CUS492,PRO066,SR012,3,108304.00,1.80,319063.58,"Bank Transfer"
482,2025-11-25,CUS001,PRO009,SR010,2,906773.00,1.65,1783622.49,Cash
483,2025-01-23,CUS068,PRO063,SR015,2,36766.00,5.15,69745.10,Card
484,2025-02-14,CUS151,PRO014,SR009,5,861349.00,2.38,4204244.47,Cash
485,2025-10-06,CUS207,PRO073,SR007,3,735246.00,7.27,2045380.85,Card
486,2025-06-19,CUS208,PRO098,SR001,3,665534.00,12.62,1744630.83,"Mobile Money"
487,2025-03-25,CUS341,PRO067,SR002,3,70839.00,8.29,194899.34,Card
488,2025-09-15,CUS116,PRO042,SR013,2,174161.00,2.41,339927.44,Cash
489,2025-12-04,CUS345,PRO004,SR001,5,787697.00,1.38,3884133.91,Card
490,2025-04-18,CUS396,PRO082,SR013,1,443346.00,11.07,394267.60,Card
491,2025-06-08,CUS345,PRO052,SR009,5,40491.00,4.25,193850.66,Card
492,2025-08-08,CUS243,PRO023,SR001,3,919410.00,3.75,2654796.38,Card
493,2025-12-30,CUS401,PRO032,SR001,4,823634.00,3.83,3168355.27,Cash
494,2025-02-23,CUS083,PRO088,SR018,2,463459.00,6.29,868614.86,Card
495,2025-12-08,CUS162,PRO098,SR011,4,665534.00,2.22,2603036.58,Cash
496,2025-10-15,CUS242,PRO098,SR010,5,665534.00,2.01,3260783.83,"Bank Transfer"
497,2025-12-08,CUS207,PRO044,SR012,4,662908.00,9.81,2391506.90,"Bank Transfer"
498,2025-04-05,CUS152,PRO086,SR020,5,765282.00,9.21,3473997.64,Card
499,2025-01-11,CUS394,PRO050,SR004,1,100204.00,13.60,86576.26,Card
500,2025-10-04,CUS308,PRO005,SR004,4,441778.00,7.73,1630514.24,Cash
501,2025-06-06,CUS408,PRO050,SR001,3,100204.00,11.57,265831.19,"Mobile Money"
502,2025-08-01,CUS200,PRO085,SR018,3,796568.00,8.64,2183233.57,Cash
503,2025-11-26,CUS138,PRO010,SR008,1,536463.00,0.57,533405.16,Card
504,2025-06-24,CUS120,PRO111,SR019,3,92798.00,5.65,262664.74,Card
505,2025-04-22,CUS227,PRO106,SR002,2,60666.00,13.44,105024.98,"Mobile Money"
506,2025-09-20,CUS009,PRO028,SR005,3,668880.00,1.31,1980353.02,Card
507,2025-06-09,CUS310,PRO030,SR007,2,424398.00,4.46,810939.70,Card
508,2025-03-13,CUS183,PRO036,SR008,5,453702.00,5.41,2145783.61,"Mobile Money"
509,2025-04-20,CUS211,PRO024,SR016,1,457302.00,13.66,394834.55,"Mobile Money"
510,2025-12-22,CUS421,PRO091,SR003,3,656266.00,4.33,1883549.05,"Mobile Money"
511,2025-09-08,CUS172,PRO111,SR011,1,92798.00,6.60,86673.33,Cash
512,2025-07-15,CUS186,PRO117,SR016,4,104211.00,11.16,370324.21,Card
513,2025-11-01,CUS216,PRO025,SR019,4,199950.00,8.21,734136.42,"Bank Transfer"
514,2025-02-10,CUS015,PRO015,SR013,3,473459.00,2.66,1382594.97,Cash
515,2025-08-04,CUS194,PRO110,SR014,1,155218.00,5.33,146944.88,"Mobile Money"
516,2025-06-26,CUS005,PRO070,SR005,1,91372.00,14.45,78168.75,"Bank Transfer"
517,2025-06-10,CUS228,PRO117,SR013,2,104211.00,10.16,187246.32,Cash
518,2025-09-04,CUS304,PRO115,SR016,3,224924.00,7.11,626795.71,"Mobile Money"
519,2025-05-16,CUS452,PRO091,SR006,2,656266.00,9.73,1184822.64,"Mobile Money"
520,2025-04-16,CUS395,PRO072,SR007,3,352298.00,14.43,904384.20,"Bank Transfer"
521,2025-10-27,CUS418,PRO060,SR008,4,43460.00,12.25,152544.60,"Bank Transfer"
522,2025-10-06,CUS040,PRO120,SR013,3,276254.00,7.05,770334.28,Card
523,2025-08-10,CUS076,PRO058,SR008,4,33720.00,8.11,123941.23,Card
524,2025-12-26,CUS080,PRO062,SR004,4,62577.00,9.85,225652.66,"Mobile Money"
525,2025-07-19,CUS346,PRO062,SR014,5,62577.00,1.57,307972.71,Card
526,2025-01-29,CUS107,PRO004,SR004,3,787697.00,8.20,2169317.54,"Mobile Money"
527,2025-08-20,CUS282,PRO069,SR003,5,51744.00,3.96,248474.69,Card
528,2025-02-14,CUS157,PRO028,SR006,1,668880.00,12.90,582594.48,Cash
529,2025-09-30,CUS081,PRO106,SR018,4,60666.00,10.86,216310.69,"Bank Transfer"
530,2025-04-14,CUS043,PRO084,SR001,3,1185940.00,13.54,3076091.17,"Bank Transfer"
531,2025-10-01,CUS300,PRO118,SR012,5,289159.00,4.88,1375240.20,"Mobile Money"
532,2025-05-22,CUS086,PRO073,SR012,5,735246.00,6.82,3425511.11,"Bank Transfer"
533,2025-09-03,CUS029,PRO004,SR001,2,787697.00,8.36,1443691.06,"Bank Transfer"
534,2025-09-19,CUS432,PRO083,SR016,5,186604.00,9.49,844476.40,"Bank Transfer"
535,2025-12-12,CUS040,PRO105,SR008,1,88497.00,10.28,79399.51,"Bank Transfer"
536,2025-01-31,CUS085,PRO038,SR016,1,323307.00,4.48,308822.85,"Bank Transfer"
537,2025-06-16,CUS165,PRO007,SR010,4,392739.00,1.53,1546920.37,"Mobile Money"
538,2025-12-09,CUS069,PRO066,SR019,2,108304.00,4.84,206124.17,"Bank Transfer"
539,2025-09-18,CUS295,PRO067,SR014,1,70839.00,8.38,64902.69,"Mobile Money"
540,2025-10-30,CUS028,PRO051,SR006,2,25389.00,2.89,49310.52,"Bank Transfer"
541,2025-05-20,CUS182,PRO046,SR016,1,499073.00,14.78,425310.01,"Mobile Money"
542,2025-09-16,CUS255,PRO058,SR018,5,33720.00,1.86,165464.04,Cash
543,2025-08-06,CUS216,PRO046,SR016,3,499073.00,3.16,1449906.88,Card
544,2025-06-27,CUS371,PRO113,SR019,4,125322.00,4.85,476975.53,Card
545,2025-06-08,CUS259,PRO040,SR001,5,488127.00,9.45,2209994.99,Card
546,2025-07-07,CUS044,PRO100,SR016,4,474646.00,5.21,1799667.77,"Bank Transfer"
547,2025-01-30,CUS059,PRO033,SR001,1,235916.00,9.79,212819.82,Card
548,2025-05-31,CUS178,PRO094,SR010,5,133644.00,2.51,651447.68,"Bank Transfer"
549,2025-03-15,CUS144,PRO060,SR007,2,43460.00,5.83,81852.56,"Mobile Money"
550,2025-08-23,CUS453,PRO006,SR015,4,538563.00,2.13,2108366.43,"Mobile Money"
551,2025-04-29,CUS289,PRO081,SR006,1,453792.00,4.04,435458.80,"Mobile Money"
552,2025-03-19,CUS019,PRO120,SR012,4,276254.00,3.21,1069544.99,Card
553,2025-01-08,CUS330,PRO010,SR005,2,536463.00,2.44,1046746.61,"Bank Transfer"
554,2025-08-20,CUS312,PRO112,SR017,3,659865.00,6.68,1847358.05,"Mobile Money"
555,2025-05-07,CUS270,PRO052,SR002,4,40491.00,7.79,149347.00,Cash
556,2025-12-23,CUS156,PRO087,SR017,3,600909.00,6.77,1680682.38,"Bank Transfer"
557,2025-06-04,CUS246,PRO006,SR014,3,538563.00,2.83,1569965.00,"Bank Transfer"
558,2025-06-08,CUS088,PRO097,SR020,4,229898.00,12.97,800320.92,"Bank Transfer"
559,2025-11-23,CUS183,PRO098,SR001,3,665534.00,4.29,1910947.77,"Bank Transfer"
560,2025-03-23,CUS020,PRO080,SR005,5,838717.00,5.80,3950357.07,"Mobile Money"
561,2025-03-12,CUS348,PRO059,SR001,3,44052.00,1.95,129578.96,"Bank Transfer"
562,2025-01-26,CUS098,PRO057,SR013,1,23405.00,9.76,21120.67,Card
563,2025-05-07,CUS212,PRO087,SR001,3,600909.00,0.30,1797318.82,"Bank Transfer"
564,2025-03-09,CUS347,PRO001,SR019,2,769936.00,14.71,1313356.83,"Mobile Money"
565,2025-09-30,CUS161,PRO090,SR020,3,79687.00,6.94,222470.17,Card
566,2025-12-30,CUS120,PRO066,SR005,4,108304.00,0.92,429230.41,"Mobile Money"
567,2025-12-27,CUS396,PRO108,SR017,2,37237.00,12.16,65417.96,"Bank Transfer"
568,2025-01-16,CUS170,PRO028,SR015,1,668880.00,9.23,607142.38,Card
569,2025-03-22,CUS080,PRO119,SR004,3,312835.00,1.69,922644.27,"Mobile Money"
570,2025-11-05,CUS296,PRO078,SR012,2,538185.00,14.26,922879.64,Card
571,2025-09-07,CUS429,PRO114,SR008,2,536190.00,3.87,1030878.89,"Bank Transfer"
572,2025-02-03,CUS190,PRO014,SR005,5,861349.00,11.81,3798118.42,Cash
573,2025-06-12,CUS150,PRO006,SR020,2,538563.00,13.91,927297.77,Card
574,2025-09-02,CUS275,PRO034,SR002,3,183211.00,5.89,517259.62,Cash
575,2025-09-18,CUS079,PRO011,SR017,3,729352.00,10.08,1967499.96,"Bank Transfer"
576,2025-02-27,CUS304,PRO058,SR012,4,33720.00,12.35,118222.32,Card
577,2025-06-28,CUS072,PRO022,SR010,3,620784.00,14.54,1591566.02,"Bank Transfer"
578,2025-10-12,CUS167,PRO024,SR001,3,457302.00,9.56,1240751.79,"Mobile Money"
579,2025-11-25,CUS384,PRO043,SR010,5,204952.00,13.49,886519.88,"Mobile Money"
580,2025-12-21,CUS474,PRO090,SR015,3,79687.00,7.50,221131.43,Card
581,2025-02-05,CUS278,PRO034,SR017,3,183211.00,14.42,470375.92,"Bank Transfer"
582,2025-11-19,CUS394,PRO101,SR006,1,77476.00,14.78,66025.05,Card
583,2025-03-21,CUS346,PRO101,SR015,5,77476.00,3.12,375293.74,Card
584,2025-06-17,CUS225,PRO081,SR012,3,453792.00,9.10,1237490.78,Card
585,2025-12-18,CUS021,PRO118,SR014,1,289159.00,14.90,246074.31,"Mobile Money"
586,2025-10-22,CUS310,PRO070,SR001,3,91372.00,12.74,239193.62,Card
587,2025-04-18,CUS231,PRO087,SR016,5,600909.00,0.51,2989221.82,Card
588,2025-01-17,CUS287,PRO099,SR013,5,388577.00,5.51,1835832.04,Cash
589,2025-03-31,CUS010,PRO012,SR013,1,970378.00,1.75,953396.39,"Mobile Money"
590,2025-07-31,CUS275,PRO045,SR007,5,219710.00,8.97,1000010.07,Cash
591,2025-03-13,CUS075,PRO011,SR006,4,729352.00,12.77,2544855.00,Card
592,2025-09-03,CUS086,PRO104,SR005,1,84917.00,0.72,84305.60,Cash
593,2025-01-25,CUS400,PRO048,SR017,3,789868.00,7.90,2182405.28,"Mobile Money"
594,2025-11-16,CUS130,PRO041,SR016,2,393667.00,1.54,775209.06,Cash
595,2025-12-29,CUS064,PRO115,SR013,3,224924.00,9.73,609116.68,Cash
596,2025-11-06,CUS400,PRO119,SR017,4,312835.00,12.10,1099927.86,"Mobile Money"
597,2025-07-04,CUS096,PRO079,SR005,2,487446.00,13.15,846693.70,"Mobile Money"
598,2025-04-26,CUS238,PRO103,SR012,4,97867.00,8.00,360150.56,"Mobile Money"
599,2025-03-07,CUS230,PRO112,SR010,4,659865.00,6.89,2457601.21,"Bank Transfer"
600,2025-12-10,CUS018,PRO031,SR020,5,467119.00,1.19,2307801.42,Card
601,2025-12-20,CUS451,PRO119,SR012,1,312835.00,10.37,280394.01,"Mobile Money"
602,2025-11-08,CUS045,PRO109,SR004,1,396148.00,9.23,359583.54,Card
603,2025-09-05,CUS112,PRO086,SR001,2,765282.00,8.57,1399394.67,"Bank Transfer"
